term_key,search_term,ads_campaigns,ads_ad_groups,impressions_ads,clicks_ads,cost_ads,conversions_ads,search_budget_lost_impression_share,ctr_ads,avg_cpc_ads,cpa_ads,query_sc,clicks_sc,impressions_sc,ctr_sc,position_sc,source_match,intent,is_branded,is_priority_product,is_competitor_or_third_party,is_coupon_or_freebie,expected_ctr_sc,opportunity_score,recommended_action,priority,reason,ads_breakdown_summary,revenue_upside_50pct_scale,estimated_revenue_potential_new_kw
melhor ácido hialurônico para pele oleosa,melhor ácido hialurônico para pele oleosa,WG_Shopping | Portfólio Geral | nbd,todos,3.0,1.0,0.46,0.0,0.0019842830030239,0.3333333333333333,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
melhores hidratantes para o rosto pele mista,melhores hidratantes para o rosto pele mista,WG_Shopping | Best Sellers | nbd,shopping | best sellers,21.0,1.0,0.46,0.0,0.1216678938796651,0.047619047619047616,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
melhores vitamina c para o rosto,melhores vitamina c para o rosto,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,10.0,1.0,0.46,0.0,0.1216678938796651,0.1,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
niacinamida em gel,niacinamida em gel,WG_Shopping | Portfólio Geral | nbd,todos,10.0,1.0,0.46,0.0,0.0019842830030239,0.1,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
nivea area dos olhos,nivea area dos olhos,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,216.0,1.0,0.46,0.0,0.1216678938796651,0.004629629629629629,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
o que usar para olheiras fundas,o que usar para olheiras fundas,WG_Shopping | Best Sellers | nbd,shopping | best sellers,7.0,1.0,0.46,0.0,0.1216678938796651,0.14285714285714285,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
o que é bom para rosacea no rosto,o que é bom para rosacea no rosto,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,8.0,1.0,0.46,0.0,0.1216678938796651,0.125,0.46,,,,,,,ads_only,PESQUISADOR/COMPARADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
olheiras com bolsas como tratar,olheiras com bolsas como tratar,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,10.0,1.0,0.46,0.0,0.1216678938796651,0.1,0.46,,,,,,,ads_only,PESQUISADOR/COMPARADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
qual o melhor creme para olheira,qual o melhor creme para olheira,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme para olheiras | shopping | best sellers | todos,26.0,2.0,0.46,0.0,0.1216678938796651,0.07692307692307693,0.23,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | creme para olheiras: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
qual o melhor skin care coreano,qual o melhor skin care coreano,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos coreanos para pele | search | produtos de skincare | search | skin care coreano | shopping | best sellers,40.0,1.0,0.46,0.0,0.1216678938796651,0.025,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | skin care coreano: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
renovaderme,renovaderme,WG_Shopping | Portfólio Geral | nbd,todos,2.0,1.0,0.46,0.0,0.0019842830030239,0.5,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
rosto ressecado,rosto ressecado,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,14.0,1.0,0.46,0.0,0.1216678938796651,0.07142857142857142,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
serum facial clareador,serum facial clareador,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,75.0,1.0,0.46,0.0,0.1216678938796651,0.013333333333333334,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.46, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
serum olheiras,serum olheiras,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,286.0,1.0,0.46,0.0,0.1216678938796651,0.0034965034965034965,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
serum papa recipe,serum papa recipe,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,6.0,1.0,0.46,0.0,0.1216678938796651,0.16666666666666666,0.46,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
tratamento pele 30 anos,tratamento pele 30 anos,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1.0,1.0,0.46,0.0,0.1216678938796651,1.0,0.46,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.46, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
melhor creme clareador coreano,melhor creme clareador coreano,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme coreano para o rosto | search | produtos coreanos para pele | shopping | best sellers | todos,71.0,1.0,0.454016,0.0,0.1216678938796651,0.014084507042253521,0.454016,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | creme coreano para o rosto: custo R$0.45, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
capim limão perfume,capim limão perfume,WG_Shopping | Portfólio Geral | nbd,todos,2.0,1.0,0.45,0.0,0.0019842830030239,0.5,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.45, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme nutritivo facial,creme nutritivo facial,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd,search | produtos de skincare | shopping | best sellers,10.0,1.0,0.45,0.0,0.1216678938796651,0.1,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
creme vichy,creme vichy,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,8.0,1.0,0.45,0.0,0.1216678938796651,0.125,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.45, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
hada labo loção hidratante,hada labo loção hidratante,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5.0,1.0,0.45,0.0,0.1216678938796651,0.2,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
hidratante verde,hidratante verde,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1.0,1.0,0.45,0.0,0.1216678938796651,1.0,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
imecap face,imecap face,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,33.0,1.0,0.45,0.0,0.1216678938796651,0.030303030303030304,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.45, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
k ox eyes isdin,k ox eyes isdin,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme para olheiras | shopping | best sellers | todos,146.0,1.0,0.45,0.0,0.1216678938796651,0.00684931506849315,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | creme para olheiras: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
kit clareador natura,kit clareador natura,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1.0,1.0,0.45,0.0,0.1216678938796651,1.0,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
mascara facial niacinamida,mascara facial niacinamida,WG_Shopping | Portfólio Geral | nbd,todos,20.0,1.0,0.45,0.0,0.0019842830030239,0.05,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.45, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
melhor creme para o rosto,melhor creme para o rosto,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,270.0,2.0,0.45,0.0,0.1216678938796651,0.007407407407407408,0.225,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
melhor protocolo para melasma,melhor protocolo para melasma,WG_Shopping | Portfólio Geral | nbd,todos,1.0,1.0,0.45,0.0,0.0019842830030239,1.0,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.45, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
natura skin care,natura skin care,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,49.0,1.0,0.45,0.0,0.1216678938796651,0.02040816326530612,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
perfume bom e barato feminino,perfume bom e barato feminino,WG_Shopping | Portfólio Geral | nbd,todos,28.0,1.0,0.45,0.0,0.0019842830030239,0.03571428571428571,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.45, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
produtos da cicatricure para o rosto,produtos da cicatricure para o rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,2.0,1.0,0.45,0.0,0.1216678938796651,0.5,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
produtos para pele com acne e manchas,produtos para pele com acne e manchas,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,14.0,1.0,0.45,0.0,0.1216678938796651,0.07142857142857142,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.45, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
retinol serum,retinol serum,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,76.0,1.0,0.45,0.0,0.1216678938796651,0.013157894736842105,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
ricca bastao olheiras,ricca bastao olheiras,WG_Shopping | Best Sellers | nbd,shopping | best sellers,25.0,1.0,0.45,0.0,0.1216678938796651,0.04,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
rugas embaixo dos olhos o que fazer,rugas embaixo dos olhos o que fazer,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,5.0,1.0,0.45,0.0,0.1216678938796651,0.2,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.45, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
